"GeneID","Entry.x","Reviewed.x","Entry Name.x","Protein names.x","Gene_Names_Original.x","Length.x","Gene Names (synonym).x","Entry.y","Reviewed.y","Entry Name.y","Protein names.y","Gene_Names_Original.y","Length.y","Gene Names (synonym).y","KEGG_ID","GO_Terms","GO_Count","Metabolic_Pathways","Pathway_Count","Regulating_TFs","TF_Count","Is_TF","Regulates_Genes","Target_Count","Has_UniProt","Has_KEGG","Has_GO","Has_Pathway","Has_TF_Regulation","Annotation_Score","In_Carbon_Metabolism","In_Amino_Acid_Metabolism","In_Secondary_Metabolism","In_Actinorhodin","In_Prodigiosin","In_Calcium_Dependent_Antibiotic","In_Coelimycin_P1","In_Methylenomycin","In_Desferrioxamine","Functional_Class"
"SCO3395","Q9X8H5","unreviewed","Q9X8H5_STRCO","Secreted protein","SCO3395 SCE9.02c",391,"NA","Q9X8H5","unreviewed","Q9X8H5_STRCO","Secreted protein","SCO3395 SCE9.02c",391,"NA","sco:SCO3395",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3396","Q9X8H6","unreviewed","Q9X8H6_STRCO","Membrane protein","SCO3396 SCE9.03c",377,"NA","Q9X8H6","unreviewed","Q9X8H6_STRCO","Membrane protein","SCO3396 SCE9.03c",377,"NA","sco:SCO3396",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3397","Q9X8H7","unreviewed","Q9X8H7_STRCO","Integral membrane lysyl-tRNA synthetase","SCO3397 SCE9.04",601,"NA","Q9X8H7","unreviewed","Q9X8H7_STRCO","Integral membrane lysyl-tRNA synthetase","SCO3397 SCE9.04",601,"NA","sco:SCO3397",NA,0,"Aminoacyl-tRNA biosynthesis - Streptomyces coelicolor (path:sco00970)",1,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3399","Q9X8H9","unreviewed","Q9X8H9_STRCO","SnoaL-like domain-containing protein","SCO3399 SCE9.06",167,"NA","Q9X8H9","unreviewed","Q9X8H9_STRCO","SnoaL-like domain-containing protein","SCO3399 SCE9.06",167,"NA","sco:SCO3399",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3402","Q9X8I2","unreviewed","Q9X8I2_STRCO","Possible secreted protein","SCO3402 SCE9.09",162,"NA","Q9X8I2","unreviewed","Q9X8I2_STRCO","Possible secreted protein","SCO3402 SCE9.09",162,"NA","sco:SCO3402",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3407","Q9X8I7","unreviewed","Q9X8I7_STRCO","Zinc-dependent metalloprotease","SCO3407 SCE9.14c",375,"NA","Q9X8I7","unreviewed","Q9X8I7_STRCO","Zinc-dependent metalloprotease","SCO3407 SCE9.14c",375,"NA","sco:SCO3407",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3408","Q9X8I8","unreviewed","Q9X8I8_STRCO","Serine-type D-Ala-D-Ala carboxypeptidase","SCO3408 SCE9.15c",459,"NA","Q9X8I8","unreviewed","Q9X8I8_STRCO","Serine-type D-Ala-D-Ala carboxypeptidase","SCO3408 SCE9.15c",459,"NA","sco:SCO3408","GO:0004185;GO:0006508",2,"Peptidoglycan biosynthesis - Streptomyces coelicolor (path:sco00550); Metabolic pathways - Streptomyces coelicolor (path:sco01100)",2,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3410","Q9X8J0","unreviewed","Q9X8J0_STRCO","Membrane protein","SCO3410 SCE9.17",578,"NA","Q9X8J0","unreviewed","Q9X8J0_STRCO","Membrane protein","SCO3410 SCE9.17",578,"NA","sco:SCO3410",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3411","Q9X8J1","unreviewed","Q9X8J1_STRCO","Possible membrane protein","SCO3411 SCE9.18c",303,"NA","Q9X8J1","unreviewed","Q9X8J1_STRCO","Possible membrane protein","SCO3411 SCE9.18c",303,"NA","sco:SCO3411",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3412","Q9X8J2","reviewed","Y3412_STRCO","UPF0145 protein SCO3412","SCO3412 SCE9.19",106,"NA","Q9X8J2","reviewed","Y3412_STRCO","UPF0145 protein SCO3412","SCO3412 SCE9.19",106,"NA","sco:SCO3412",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3414","Q9X8J3","unreviewed","Q9X8J3_STRCO","Transcriptional regulator","SCO3414 SCE9.21c",148,"NA","Q9X8J3","unreviewed","Q9X8J3_STRCO","Transcriptional regulator","SCO3414 SCE9.21c",148,"NA","sco:SCO3414","GO:0003700;GO:0006355",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3415","Q9X8J4","unreviewed","Q9X8J4_STRCO","Esterase","SCO3415 SCE9.22",266,"NA","Q9X8J4","unreviewed","Q9X8J4_STRCO","Esterase","SCO3415 SCE9.22",266,"NA","sco:SCO3415","GO:0016787",1,"Limonene degradation - Streptomyces coelicolor (path:sco00903); Caprolactam degradation - Streptomyces coelicolor (path:sco00930); Degradation of aromatic compounds - Streptomyces coelicolor (path:sco01220)",3,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3418","Q9X8J7","unreviewed","Q9X8J7_STRCO","ABC transporter ATP-binding component","SCO3418 SCE9.25c",315,"NA","Q9X8J7","unreviewed","Q9X8J7_STRCO","ABC transporter ATP-binding component","SCO3418 SCE9.25c",315,"NA","sco:SCO3418","GO:0005524;GO:0016887;GO:0043215;GO:1900753",4,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3419","Q9X8J8","unreviewed","Q9X8J8_STRCO","Transcription regulator PadR N-terminal domain-containing protein","SCO3419 SCE9.26c",213,"NA","Q9X8J8","unreviewed","Q9X8J8_STRCO","Transcription regulator PadR N-terminal domain-containing protein","SCO3419 SCE9.26c",213,"NA","sco:SCO3419",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3420","Q9X8J9","unreviewed","Q9X8J9_STRCO","Aldehyde dehydrogenase","SCO3420 SCE9.27c",486,"NA","Q9X8J9","unreviewed","Q9X8J9_STRCO","Aldehyde dehydrogenase","SCO3420 SCE9.27c",486,"NA","sco:SCO3420","GO:0016491",1,"Glycolysis / Gluconeogenesis - Streptomyces coelicolor (path:sco00010); Ascorbate and aldarate metabolism - Streptomyces coelicolor (path:sco00053); Fatty acid degradation - Streptomyces coelicolor (path:sco00071); Valine, leucine and isoleucine degradation - Streptomyces coelicolor (path:sco00280); Lysine degradation - Streptomyces coelicolor (path:sco00310); Arginine and proline metabolism - Streptomyces coelicolor (path:sco00330); Histidine metabolism - Streptomyces coelicolor (path:sco00340); Tryptophan metabolism - Streptomyces coelicolor (path:sco00380); beta-Alanine metabolism - Streptomyces coelicolor (path:sco00410); Glycerolipid metabolism - Streptomyces coelicolor (path:sco00561); Pyruvate metabolism - Streptomyces coelicolor (path:sco00620); Chloroalkane and chloroalkene degradation - Streptomyces coelicolor (path:sco00625); Pantothenate and CoA biosynthesis - Streptomyces coelicolor (path:sco00770); Limonene degradation - Streptomyces coelicolor (path:sco00903); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); Microbial metabolism in diverse environments - Streptomyces coelicolor (path:sco01120); Biosynthesis of cofactors - Streptomyces coelicolor (path:sco01240)",18,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Carbon Metabolism; Amino Acid Metabolism; Secondary Metabolism"
"SCO3421","Q9X8K0","unreviewed","Q9X8K0_STRCO","HTH cro/C1-type domain-containing protein","SCO3421 SCE9.28c",274,"NA","Q9X8K0","unreviewed","Q9X8K0_STRCO","HTH cro/C1-type domain-containing protein","SCO3421 SCE9.28c",274,"NA","sco:SCO3421","GO:0003677",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3422","Q9X8K1","unreviewed","Q9X8K1_STRCO","Uncharacterized protein","SCO3422 SCE9.29c",67,"NA","Q9X8K1","unreviewed","Q9X8K1_STRCO","Uncharacterized protein","SCO3422 SCE9.29c",67,"NA","sco:SCO3422",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3424","Q9X8K3","unreviewed","Q9X8K3_STRCO","Regulator","SCO3424 SCE9.31c",83,"NA","Q9X8K3","unreviewed","Q9X8K3_STRCO","Regulator","SCO3424 SCE9.31c",83,"NA","sco:SCO3424",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3426","Q9X8K5","unreviewed","Q9X8K5_STRCO","CobW C-terminal domain-containing protein","SCO3426 SCE9.33c",370,"NA","Q9X8K5","unreviewed","Q9X8K5_STRCO","CobW C-terminal domain-containing protein","SCO3426 SCE9.33c",370,"NA","sco:SCO3426",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3431","Q9X8L0","unreviewed","Q9X8L0_STRCO","Possible membrane protein","SCO3431 SCE9.38",244,"NA","Q9X8L0","unreviewed","Q9X8L0_STRCO","Possible membrane protein","SCO3431 SCE9.38",244,"NA","sco:SCO3431",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3432","Q9X8L1","unreviewed","Q9X8L1_STRCO","DUF2786 domain-containing protein","SCO3432 SCE9.39c",418,"NA","Q9X8L1","unreviewed","Q9X8L1_STRCO","DUF2786 domain-containing protein","SCO3432 SCE9.39c",418,"NA","sco:SCO3432",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3433","Q9X8L2","unreviewed","Q9X8L2_STRCO","Clp R domain-containing protein","SCO3433 SCE9.40",258,"NA","Q9X8L2","unreviewed","Q9X8L2_STRCO","Clp R domain-containing protein","SCO3433 SCE9.40",258,"NA","sco:SCO3433",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3353","Q9X8L7","unreviewed","Q9X8L7_STRCO","Uncharacterized protein","SCO3353 SCE94.04c",126,"NA","Q9X8L7","unreviewed","Q9X8L7_STRCO","Uncharacterized protein","SCO3353 SCE94.04c",126,"NA","sco:SCO3353",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3354","Q9X8L8","unreviewed","Q9X8L8_STRCO","Hypothetical proline-rich protein","SCO3354 SCE94.05",134,"NA","Q9X8L8","unreviewed","Q9X8L8_STRCO","Hypothetical proline-rich protein","SCO3354 SCE94.05",134,"NA","sco:SCO3354",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3362","Q9X8L9","unreviewed","Q9X8L9_STRCO","Membrane protein","SCO3362 SCE94.13",211,"NA","Q9X8L9","unreviewed","Q9X8L9_STRCO","Membrane protein","SCO3362 SCE94.13",211,"NA","sco:SCO3362","GO:0006865;GO:0016020",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3363","Q9X8M0","unreviewed","Q9X8M0_STRCO","Acetyltransferase","SCO3363 SCE94.14",147,"NA","Q9X8M0","unreviewed","Q9X8M0_STRCO","Acetyltransferase","SCO3363 SCE94.14",147,"NA","sco:SCO3363","GO:0016747",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3364","Q9X8M1","unreviewed","Q9X8M1_STRCO","Uncharacterized protein","SCO3364 SCE94.15",150,"NA","Q9X8M1","unreviewed","Q9X8M1_STRCO","Uncharacterized protein","SCO3364 SCE94.15",150,"NA","sco:SCO3364",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3365","Q9X8M2","unreviewed","Q9X8M2_STRCO","HTH cro/C1-type domain-containing protein","SCO3365 SCE94.16c",280,"NA","Q9X8M2","unreviewed","Q9X8M2_STRCO","HTH cro/C1-type domain-containing protein","SCO3365 SCE94.16c",280,"NA","sco:SCO3365","GO:0003677",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3366","Q9X8M3","unreviewed","Q9X8M3_STRCO","Exporter","SCO3366 SCE94.17c",531,"NA","Q9X8M3","unreviewed","Q9X8M3_STRCO","Exporter","SCO3366 SCE94.17c",531,"NA","sco:SCO3366","GO:0022857;GO:0055085;GO:0016020",3,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3367","Q9X8M4","unreviewed","Q9X8M4_STRCO","TetR-family regulator","SCO3367 SCE94.18",195,"NA","Q9X8M4","unreviewed","Q9X8M4_STRCO","TetR-family regulator","SCO3367 SCE94.18",195,"NA","sco:SCO3367","GO:0003677",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3368","Q9X8M5","unreviewed","Q9X8M5_STRCO","Peptidase (Putative secreted protein)","SCO3368 SCE94.19c",228,"NA","Q9X8M5","unreviewed","Q9X8M5_STRCO","Peptidase (Putative secreted protein)","SCO3368 SCE94.19c",228,"NA","sco:SCO3368",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3369","Q9X8M6","unreviewed","Q9X8M6_STRCO","Large ATP-binding protein","SCO3369 SCE94.20",862,"NA","Q9X8M6","unreviewed","Q9X8M6_STRCO","Large ATP-binding protein","SCO3369 SCE94.20",862,"NA","sco:SCO3369",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3370","Q9X8M7","unreviewed","Q9X8M7_STRCO","Large ATP-binding protein","SCO3370 SCE94.21",861,"NA","Q9X8M7","unreviewed","Q9X8M7_STRCO","Large ATP-binding protein","SCO3370 SCE94.21",861,"NA","sco:SCO3370",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3371","Q9X8M8","unreviewed","Q9X8M8_STRCO","Hydrolase","SCO3371 SCE94.22",239,"NA","Q9X8M8","unreviewed","Q9X8M8_STRCO","Hydrolase","SCO3371 SCE94.22",239,"NA","sco:SCO3371",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3372","Q9X8M9","unreviewed","Q9X8M9_STRCO","Large ATP-binding protein","SCO3372 SCE94.23",1010,"NA","Q9X8M9","unreviewed","Q9X8M9_STRCO","Large ATP-binding protein","SCO3372 SCE94.23",1010,"NA","sco:SCO3372",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3374","Q9X8N0","unreviewed","Q9X8N0_STRCO","Hypothetical proline-rich protein","SCO3374 SCE94.25",233,"NA","Q9X8N0","unreviewed","Q9X8N0_STRCO","Hypothetical proline-rich protein","SCO3374 SCE94.25",233,"NA","sco:SCO3374",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3375","Q9X8N1","unreviewed","Q9X8N1_STRCO","Lsr2-like protein","SCO3375 SCE94.26c",111,"NA","Q9X8N1","unreviewed","Q9X8N1_STRCO","Lsr2-like protein","SCO3375 SCE94.26c",111,"NA","sco:SCO3375","GO:0003677",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3376","Q9X8N2","unreviewed","Q9X8N2_STRCO","Acetyltransferase","SCO3376 SCE94.27c",169,"NA","Q9X8N2","unreviewed","Q9X8N2_STRCO","Acetyltransferase","SCO3376 SCE94.27c",169,"NA","sco:SCO3376","GO:0016747",1,"Arginine biosynthesis - Streptomyces coelicolor (path:sco00220); Metabolic pathways - Streptomyces coelicolor (path:sco01100); Biosynthesis of secondary metabolites - Streptomyces coelicolor (path:sco01110); 2-Oxocarboxylic acid metabolism - Streptomyces coelicolor (path:sco01210); Biosynthesis of amino acids - Streptomyces coelicolor (path:sco01230)",5,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,TRUE,FALSE,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Amino Acid Metabolism; Secondary Metabolism"
"SCO3377","Q9X8N3","unreviewed","Q9X8N3_STRCO","BlaI/MecI/CopY family transcriptional regulator","SCO3377 SCE94.28c",124,"NA","Q9X8N3","unreviewed","Q9X8N3_STRCO","BlaI/MecI/CopY family transcriptional regulator","SCO3377 SCE94.28c",124,"NA","sco:SCO3377","GO:0003677;GO:0045892",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3378","Q9X8N4","unreviewed","Q9X8N4_STRCO","Small membrane protein","SCO3378 SCE94.29c",59,"NA","Q9X8N4","unreviewed","Q9X8N4_STRCO","Small membrane protein","SCO3378 SCE94.29c",59,"NA","sco:SCO3378",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3379","Q9X8N5","unreviewed","Q9X8N5_STRCO","Uncharacterized protein","SCO3379 SCE94.30c",208,"NA","Q9X8N5","unreviewed","Q9X8N5_STRCO","Uncharacterized protein","SCO3379 SCE94.30c",208,"NA","sco:SCO3379",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3624","Q9X8P1","unreviewed","Q9X8P1_STRCO","DUF1877 family protein","SCO3624 SCH10.02",221,"NA","Q9X8P1","unreviewed","Q9X8P1_STRCO","DUF1877 family protein","SCO3624 SCH10.02",221,"NA","sco:SCO3624",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3625","Q9X8P2","unreviewed","Q9X8P2_STRCO","Panthothenate synthetase","SCO3625 SCH10.03c",96,"NA","Q9X8P2","unreviewed","Q9X8P2_STRCO","Panthothenate synthetase","SCO3625 SCH10.03c",96,"NA","sco:SCO3625",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3626","Q9X8P3","unreviewed","Q9X8P3_STRCO","RNA polymerase sigma factor","SCO3626 SCH10.04c",294,"NA","Q9X8P3","unreviewed","Q9X8P3_STRCO","RNA polymerase sigma factor","SCO3626 SCH10.04c",294,"NA","sco:SCO3626","GO:0003700;GO:0006352;GO:0006355",3,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3627","Q9X8P4","unreviewed","Q9X8P4_STRCO","Uncharacterized protein","SCO3627 SCH10.05c",66,"NA","Q9X8P4","unreviewed","Q9X8P4_STRCO","Uncharacterized protein","SCO3627 SCH10.05c",66,"NA","sco:SCO3627",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3628","Q9X8P5","unreviewed","Q9X8P5_STRCO","Secreted protein","SCO3628 SCH10.06c",163,"NA","Q9X8P5","unreviewed","Q9X8P5_STRCO","Secreted protein","SCO3628 SCH10.06c",163,"NA","sco:SCO3628",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3630","Q9X8P7","unreviewed","Q9X8P7_STRCO","DAGKc domain-containing protein","SCO3630 SCH10.08",301,"NA","Q9X8P7","unreviewed","Q9X8P7_STRCO","DAGKc domain-containing protein","SCO3630 SCH10.08",301,"NA","sco:SCO3630","GO:0016301",1,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3631","Q9X8P8","unreviewed","Q9X8P8_STRCO","Uncharacterized protein","SCO3631 SCH10.09",169,"NA","Q9X8P8","unreviewed","Q9X8P8_STRCO","Uncharacterized protein","SCO3631 SCH10.09",169,"NA","sco:SCO3631",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3632","Q9X8P9","unreviewed","Q9X8P9_STRCO","HTH marR-type domain-containing protein","SCO3632 SCH10.10c",152,"NA","Q9X8P9","unreviewed","Q9X8P9_STRCO","HTH marR-type domain-containing protein","SCO3632 SCH10.10c",152,"NA","sco:SCO3632","GO:0003700;GO:0006355",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3633","Q9X8Q0","unreviewed","Q9X8Q0_STRCO","ABC transporter ATP-binding protein","SCO3633 SCH10.11",311,"NA","Q9X8Q0","unreviewed","Q9X8Q0_STRCO","ABC transporter ATP-binding protein","SCO3633 SCH10.11",311,"NA","sco:SCO3633","GO:0005524;GO:0016887",2,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3634","Q9X8Q1","unreviewed","Q9X8Q1_STRCO","ABC transporter membrane-spanning protein","SCO3634 SCH10.12",539,"NA","Q9X8Q1","unreviewed","Q9X8Q1_STRCO","ABC transporter membrane-spanning protein","SCO3634 SCH10.12",539,"NA","sco:SCO3634",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3635","Q9X8Q2","unreviewed","Q9X8Q2_STRCO","Uncharacterized protein","SCO3635 SCH10.13c",133,"NA","Q9X8Q2","unreviewed","Q9X8Q2_STRCO","Uncharacterized protein","SCO3635 SCH10.13c",133,"NA","sco:SCO3635",NA,0,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"SCO3636","Q9X8Q3","unreviewed","Q9X8Q3_STRCO","Cytochrome P-450 hydroxylase","SCO3636 SCH10.14c",411,"NA","Q9X8Q3","unreviewed","Q9X8Q3_STRCO","Cytochrome P-450 hydroxylase","SCO3636 SCH10.14c",411,"NA","sco:SCO3636","GO:0004497;GO:0005506;GO:0016705;GO:0020037",4,NA,0,NA,0,FALSE,NA,0,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
